cellID	bio_celltype	layer
cell_type6_303	cell_type6	normal
cell_type6_304	cell_type6	disease
cell_type6_305	cell_type6	normal
cell_type6_306	cell_type6	disease
cell_type6_307	cell_type6	normal
cell_type6_308	cell_type6	normal
cell_type6_309	cell_type6	normal
cell_type6_310	cell_type6	disease
cell_type6_311	cell_type6	disease
cell_type6_312	cell_type6	disease
cell_type6_313	cell_type6	disease
cell_type6_314	cell_type6	normal
cell_type6_315	cell_type6	disease
cell_type6_316	cell_type6	normal
cell_type6_317	cell_type6	disease
cell_type6_318	cell_type6	disease
cell_type6_319	cell_type6	disease
cell_type6_320	cell_type6	disease
cell_type6_321	cell_type6	normal
cell_type6_322	cell_type6	normal
cell_type6_323	cell_type6	disease
cell_type6_324	cell_type6	disease
cell_type6_325	cell_type6	disease
cell_type6_326	cell_type6	disease
cell_type6_327	cell_type6	normal
cell_type6_328	cell_type6	normal
cell_type6_329	cell_type6	disease
cell_type6_330	cell_type6	normal
cell_type6_331	cell_type6	disease
cell_type6_332	cell_type6	disease
cell_type6_333	cell_type6	normal
cell_type6_334	cell_type6	normal
cell_type6_335	cell_type6	normal
cell_type6_336	cell_type6	disease
cell_type6_337	cell_type6	disease
cell_type6_338	cell_type6	disease
cell_type6_339	cell_type6	normal
cell_type6_340	cell_type6	disease
cell_type6_341	cell_type6	disease
cell_type6_342	cell_type6	normal
cell_type6_343	cell_type6	disease
cell_type6_344	cell_type6	disease
cell_type6_345	cell_type6	disease
cell_type6_346	cell_type6	disease
cell_type6_347	cell_type6	normal
cell_type6_348	cell_type6	normal
cell_type6_349	cell_type6	normal
cell_type6_350	cell_type6	disease
cell_type6_351	cell_type6	disease
cell_type6_352	cell_type6	normal
cell_type6_353	cell_type6	disease
cell_type6_354	cell_type6	disease
cell_type6_355	cell_type6	normal
cell_type6_356	cell_type6	disease
cell_type6_357	cell_type6	disease
cell_type6_358	cell_type6	disease
cell_type6_359	cell_type6	normal
cell_type6_360	cell_type6	normal
cell_type6_361	cell_type6	disease
cell_type6_362	cell_type6	disease
cell_type6_363	cell_type6	normal
cell_type6_364	cell_type6	disease
cell_type6_365	cell_type6	disease
cell_type6_366	cell_type6	disease
cell_type6_367	cell_type6	disease
cell_type6_368	cell_type6	disease
cell_type6_369	cell_type6	disease
cell_type6_370	cell_type6	disease
cell_type6_371	cell_type6	disease
cell_type6_372	cell_type6	disease
cell_type6_373	cell_type6	disease
cell_type6_374	cell_type6	disease
cell_type6_375	cell_type6	disease
cell_type6_376	cell_type6	disease
cell_type6_377	cell_type6	disease
cell_type6_378	cell_type6	disease
cell_type6_379	cell_type6	disease
cell_type6_380	cell_type6	disease
cell_type6_381	cell_type6	normal
cell_type6_382	cell_type6	normal
cell_type6_383	cell_type6	disease
cell_type6_384	cell_type6	disease
cell_type6_385	cell_type6	disease
cell_type6_386	cell_type6	normal
cell_type6_387	cell_type6	disease
cell_type6_388	cell_type6	disease
cell_type6_389	cell_type6	disease
cell_type6_390	cell_type6	disease
cell_type6_391	cell_type6	normal
cell_type6_392	cell_type6	disease
cell_type6_393	cell_type6	normal
cell_type6_394	cell_type6	normal
cell_type6_395	cell_type6	disease
cell_type6_396	cell_type6	normal
cell_type6_397	cell_type6	disease
cell_type6_398	cell_type6	disease
cell_type6_399	cell_type6	disease
cell_type6_400	cell_type6	disease
cell_type6_401	cell_type6	normal
cell_type6_402	cell_type6	disease
cell_type6_403	cell_type6	disease
cell_type6_404	cell_type6	disease
cell_type6_405	cell_type6	disease
cell_type6_406	cell_type6	disease
cell_type6_407	cell_type6	normal
cell_type6_408	cell_type6	disease
cell_type6_409	cell_type6	normal
cell_type6_410	cell_type6	disease
cell_type6_411	cell_type6	disease
cell_type6_412	cell_type6	disease
cell_type6_413	cell_type6	normal
cell_type6_414	cell_type6	disease
cell_type6_415	cell_type6	normal
cell_type6_416	cell_type6	normal
cell_type6_417	cell_type6	disease
cell_type6_418	cell_type6	disease
cell_type6_419	cell_type6	disease
cell_type6_420	cell_type6	disease
cell_type6_421	cell_type6	disease
cell_type6_422	cell_type6	disease
cell_type6_423	cell_type6	normal
cell_type6_424	cell_type6	disease
cell_type6_425	cell_type6	normal
cell_type6_426	cell_type6	disease
cell_type6_427	cell_type6	normal
cell_type6_428	cell_type6	normal
cell_type6_429	cell_type6	disease
cell_type6_430	cell_type6	disease
cell_type6_431	cell_type6	disease
cell_type6_432	cell_type6	disease
cell_type6_433	cell_type6	disease
cell_type6_434	cell_type6	disease
cell_type6_435	cell_type6	disease
cell_type6_436	cell_type6	disease
cell_type6_437	cell_type6	normal
cell_type6_438	cell_type6	disease
cell_type6_439	cell_type6	normal
cell_type6_440	cell_type6	normal
cell_type6_441	cell_type6	disease
cell_type6_442	cell_type6	disease
